m,run,item,value_player0,value_player1,value_player2,value_player3,value_player4,rr_allocation,astar_allocation,rr_player_order,value_range
50,32,34,37,44,35,45,39,0,0,"[4, 0, 1, 3, 2]",10-50
50,32,35,294,288,179,155,220,0,0,"[4, 0, 1, 3, 2]",150-400
50,32,36,117,78,67,117,117,4,4,"[4, 0, 1, 3, 2]",40-120
50,32,37,97,58,105,88,112,2,2,"[4, 0, 1, 3, 2]",40-120
50,32,38,67,42,84,104,104,3,3,"[4, 0, 1, 3, 2]",40-120
50,32,39,77,96,42,63,101,4,4,"[4, 0, 1, 3, 2]",40-120
50,32,40,173,161,195,187,251,4,4,"[4, 0, 1, 3, 2]",150-400
50,32,41,161,108,118,182,181,4,4,"[4, 0, 1, 3, 2]",100-200
50,32,42,78,42,65,88,65,3,3,"[4, 0, 1, 3, 2]",40-120
50,32,43,131,188,181,128,103,2,2,"[4, 0, 1, 3, 2]",100-200
50,32,44,19,26,40,35,17,2,2,"[4, 0, 1, 3, 2]",10-50
50,32,45,186,143,125,187,127,0,0,"[4, 0, 1, 3, 2]",100-200
50,32,46,31,45,30,13,40,4,4,"[4, 0, 1, 3, 2]",10-50
50,32,47,197,111,132,136,171,2,2,"[4, 0, 1, 3, 2]",100-200
50,32,48,91,69,116,50,43,2,2,"[4, 0, 1, 3, 2]",40-120
50,32,49,83,79,90,62,93,1,1,"[4, 0, 1, 3, 2]",40-120
50,33,0,110,118,71,82,84,0,0,"[0, 1, 4, 2, 3]",40-120
50,33,1,290,208,167,180,255,4,4,"[0, 1, 4, 2, 3]",150-400
50,33,2,46,120,45,94,83,1,1,"[0, 1, 4, 2, 3]",40-120
50,33,3,66,70,53,55,74,3,3,"[0, 1, 4, 2, 3]",40-120
50,33,4,33,28,14,48,44,4,4,"[0, 1, 4, 2, 3]",10-50
50,33,5,93,106,70,58,40,1,1,"[0, 1, 4, 2, 3]",40-120
50,33,6,93,61,74,62,82,3,3,"[0, 1, 4, 2, 3]",40-120
50,33,7,388,362,397,298,361,0,0,"[0, 1, 4, 2, 3]",150-400
50,33,8,12,30,40,49,24,3,3,"[0, 1, 4, 2, 3]",10-50
50,33,9,197,143,170,115,115,0,0,"[0, 1, 4, 2, 3]",100-200
50,33,10,164,141,134,111,146,0,0,"[0, 1, 4, 2, 3]",100-200
50,33,11,181,126,168,119,152,2,2,"[0, 1, 4, 2, 3]",100-200
50,33,12,178,116,101,104,191,4,4,"[0, 1, 4, 2, 3]",100-200
50,33,13,35,35,24,15,22,0,0,"[0, 1, 4, 2, 3]",10-50
50,33,14,200,156,359,357,340,2,2,"[0, 1, 4, 2, 3]",150-400
50,33,15,94,100,59,62,51,2,2,"[0, 1, 4, 2, 3]",40-120
50,33,16,50,27,27,26,10,0,0,"[0, 1, 4, 2, 3]",10-50
50,33,17,12,10,10,15,35,4,4,"[0, 1, 4, 2, 3]",10-50
50,33,18,23,15,23,15,10,3,3,"[0, 1, 4, 2, 3]",10-50
50,33,19,91,113,101,116,78,2,2,"[0, 1, 4, 2, 3]",40-120
50,33,20,114,144,147,145,102,1,1,"[0, 1, 4, 2, 3]",100-200
50,33,21,151,137,109,192,187,3,3,"[0, 1, 4, 2, 3]",100-200
50,33,22,196,159,178,134,168,1,1,"[0, 1, 4, 2, 3]",100-200
50,33,23,18,39,33,44,30,2,2,"[0, 1, 4, 2, 3]",10-50
50,33,24,373,231,328,373,221,3,3,"[0, 1, 4, 2, 3]",150-400
50,33,25,41,42,20,28,22,1,1,"[0, 1, 4, 2, 3]",10-50
50,33,26,39,16,48,41,25,2,2,"[0, 1, 4, 2, 3]",10-50
50,33,27,119,134,117,182,111,3,3,"[0, 1, 4, 2, 3]",100-200
50,33,28,66,74,59,52,79,4,4,"[0, 1, 4, 2, 3]",40-120
50,33,29,336,158,236,239,166,0,0,"[0, 1, 4, 2, 3]",150-400
50,33,30,37,31,41,39,32,2,2,"[0, 1, 4, 2, 3]",10-50
50,33,31,31,41,21,11,41,1,1,"[0, 1, 4, 2, 3]",10-50
50,33,32,23,48,22,44,45,1,1,"[0, 1, 4, 2, 3]",10-50
50,33,33,35,22,19,17,49,4,4,"[0, 1, 4, 2, 3]",10-50
50,33,34,36,15,37,49,11,3,3,"[0, 1, 4, 2, 3]",10-50
50,33,35,86,56,94,58,77,2,2,"[0, 1, 4, 2, 3]",40-120
50,33,36,347,295,252,337,387,1,1,"[0, 1, 4, 2, 3]",150-400
50,33,37,159,104,174,102,111,2,2,"[0, 1, 4, 2, 3]",100-200
50,33,38,43,15,32,29,32,0,0,"[0, 1, 4, 2, 3]",10-50
50,33,39,113,121,186,187,106,2,2,"[0, 1, 4, 2, 3]",100-200
50,33,40,69,113,87,49,99,1,1,"[0, 1, 4, 2, 3]",40-120
50,33,41,100,54,93,46,41,0,0,"[0, 1, 4, 2, 3]",40-120
50,33,42,82,91,71,117,74,3,3,"[0, 1, 4, 2, 3]",40-120
50,33,43,183,129,133,106,145,0,0,"[0, 1, 4, 2, 3]",100-200
50,33,44,200,232,223,253,255,1,1,"[0, 1, 4, 2, 3]",150-400
50,33,45,109,67,96,76,119,4,4,"[0, 1, 4, 2, 3]",40-120
50,33,46,144,121,140,115,174,4,4,"[0, 1, 4, 2, 3]",100-200
50,33,47,46,119,101,114,83,3,3,"[0, 1, 4, 2, 3]",40-120
50,33,48,309,262,241,355,351,4,4,"[0, 1, 4, 2, 3]",150-400
50,33,49,52,77,78,56,118,4,4,"[0, 1, 4, 2, 3]",40-120
50,34,0,90,110,61,68,109,1,1,"[1, 3, 4, 0, 2]",40-120
50,34,1,12,39,49,31,19,2,2,"[1, 3, 4, 0, 2]",10-50
50,34,2,45,78,104,98,84,3,3,"[1, 3, 4, 0, 2]",40-120
50,34,3,109,80,82,61,60,0,0,"[1, 3, 4, 0, 2]",40-120
50,34,4,37,27,22,26,14,0,0,"[1, 3, 4, 0, 2]",10-50
50,34,5,280,300,382,219,161,2,2,"[1, 3, 4, 0, 2]",150-400
50,34,6,148,177,101,145,118,1,1,"[1, 3, 4, 0, 2]",100-200
50,34,7,108,102,47,86,52,1,1,"[1, 3, 4, 0, 2]",40-120
50,34,8,51,49,105,97,43,2,2,"[1, 3, 4, 0, 2]",40-120
50,34,9,285,299,171,203,337,1,1,"[1, 3, 4, 0, 2]",150-400
50,34,10,44,28,44,14,41,1,1,"[1, 3, 4, 0, 2]",10-50
50,34,11,84,75,56,101,78,3,3,"[1, 3, 4, 0, 2]",40-120
50,34,12,91,65,84,61,102,0,0,"[1, 3, 4, 0, 2]",40-120
50,34,13,121,114,160,143,158,4,4,"[1, 3, 4, 0, 2]",100-200
50,34,14,107,107,52,61,119,4,4,"[1, 3, 4, 0, 2]",40-120
50,34,15,31,14,16,11,35,4,4,"[1, 3, 4, 0, 2]",10-50
50,34,16,48,22,36,28,14,0,0,"[1, 3, 4, 0, 2]",10-50
50,34,17,178,134,200,170,171,2,2,"[1, 3, 4, 0, 2]",100-200
50,34,18,26,15,39,23,21,2,2,"[1, 3, 4, 0, 2]",10-50
50,34,19,377,274,380,378,214,0,0,"[1, 3, 4, 0, 2]",150-400
50,34,20,173,110,105,130,103,0,0,"[1, 3, 4, 0, 2]",100-200
50,34,21,188,121,146,111,198,0,0,"[1, 3, 4, 0, 2]",100-200
50,34,22,59,100,60,84,52,1,1,"[1, 3, 4, 0, 2]",40-120
50,34,23,86,51,56,84,46,0,0,"[1, 3, 4, 0, 2]",40-120
50,34,24,184,175,121,153,105,3,3,"[1, 3, 4, 0, 2]",100-200
50,34,25,43,88,88,93,72,4,4,"[1, 3, 4, 0, 2]",40-120
50,34,26,131,167,180,197,198,3,3,"[1, 3, 4, 0, 2]",100-200
50,34,27,19,28,30,37,39,3,3,"[1, 3, 4, 0, 2]",10-50
50,34,28,46,40,23,38,42,4,4,"[1, 3, 4, 0, 2]",10-50
50,34,29,119,120,171,121,115,2,2,"[1, 3, 4, 0, 2]",100-200
50,34,30,72,56,55,102,97,3,3,"[1, 3, 4, 0, 2]",40-120
50,34,31,86,73,54,97,41,2,2,"[1, 3, 4, 0, 2]",40-120
50,34,32,388,302,241,231,191,1,1,"[1, 3, 4, 0, 2]",150-400
50,34,33,45,10,41,25,28,0,0,"[1, 3, 4, 0, 2]",10-50
50,34,34,187,140,129,118,161,0,0,"[1, 3, 4, 0, 2]",100-200
50,34,35,10,21,45,44,14,3,3,"[1, 3, 4, 0, 2]",10-50
50,34,36,56,96,79,50,105,4,4,"[1, 3, 4, 0, 2]",40-120
50,34,37,278,265,255,379,302,3,3,"[1, 3, 4, 0, 2]",150-400
50,34,38,47,42,34,28,39,1,1,"[1, 3, 4, 0, 2]",10-50
50,34,39,175,188,155,200,167,1,1,"[1, 3, 4, 0, 2]",100-200
50,34,40,187,201,321,163,260,4,4,"[1, 3, 4, 0, 2]",150-400
50,34,41,38,18,36,10,48,4,4,"[1, 3, 4, 0, 2]",10-50
50,34,42,48,44,21,45,17,1,1,"[1, 3, 4, 0, 2]",10-50
50,34,43,39,13,31,44,12,3,3,"[1, 3, 4, 0, 2]",10-50
50,34,44,145,166,150,193,179,4,4,"[1, 3, 4, 0, 2]",100-200
50,34,45,133,165,143,109,102,2,2,"[1, 3, 4, 0, 2]",100-200
50,34,46,31,32,48,36,42,2,2,"[1, 3, 4, 0, 2]",10-50
50,34,47,60,101,117,60,73,2,2,"[1, 3, 4, 0, 2]",40-120
50,34,48,326,155,271,295,389,4,4,"[1, 3, 4, 0, 2]",150-400
50,34,49,287,242,316,337,252,3,3,"[1, 3, 4, 0, 2]",150-400
50,35,0,130,127,140,186,130,4,3,"[3, 2, 0, 1, 4]",100-200
50,35,1,35,11,39,14,49,4,4,"[3, 2, 0, 1, 4]",10-50
50,35,2,40,23,46,21,44,2,2,"[3, 2, 0, 1, 4]",10-50
50,35,3,34,26,34,21,20,4,2,"[3, 2, 0, 1, 4]",10-50
50,35,4,178,340,194,234,383,4,4,"[3, 2, 0, 1, 4]",150-400
50,35,5,103,74,51,64,52,0,0,"[3, 2, 0, 1, 4]",40-120
50,35,6,75,56,62,51,114,4,4,"[3, 2, 0, 1, 4]",40-120
50,35,7,133,195,106,141,170,1,1,"[3, 2, 0, 1, 4]",100-200
50,35,8,113,66,117,95,115,0,2,"[3, 2, 0, 1, 4]",40-120
50,35,9,213,169,252,386,334,3,3,"[3, 2, 0, 1, 4]",150-400
50,35,10,50,34,25,11,14,0,0,"[3, 2, 0, 1, 4]",10-50
50,35,11,76,117,118,118,60,3,1,"[3, 2, 0, 1, 4]",40-120
50,35,12,40,33,40,27,38,1,2,"[3, 2, 0, 1, 4]",10-50
50,35,13,96,115,74,110,113,3,1,"[3, 2, 0, 1, 4]",40-120
50,35,14,42,65,114,115,78,2,2,"[3, 2, 0, 1, 4]",40-120
50,35,15,60,120,49,84,56,1,1,"[3, 2, 0, 1, 4]",40-120
50,35,16,113,116,71,79,93,0,1,"[3, 2, 0, 1, 4]",40-120
50,35,17,28,29,44,14,37,2,2,"[3, 2, 0, 1, 4]",10-50
50,35,18,117,100,144,193,163,3,3,"[3, 2, 0, 1, 4]",100-200
50,35,19,103,108,198,141,104,2,2,"[3, 2, 0, 1, 4]",100-200
50,35,20,105,81,118,69,79,2,2,"[3, 2, 0, 1, 4]",40-120
50,35,21,111,47,114,104,77,2,2,"[3, 2, 0, 1, 4]",40-120
50,35,22,90,116,58,113,57,1,1,"[3, 2, 0, 1, 4]",40-120
50,35,23,47,72,45,49,111,1,4,"[3, 2, 0, 1, 4]",40-120
50,35,24,41,50,22,12,17,1,1,"[3, 2, 0, 1, 4]",10-50
50,35,25,40,25,29,38,50,4,4,"[3, 2, 0, 1, 4]",10-50
50,35,26,41,32,39,29,32,0,2,"[3, 2, 0, 1, 4]",10-50
50,35,27,216,349,347,220,178,2,2,"[3, 2, 0, 1, 4]",150-400
50,35,28,294,196,221,290,375,0,4,"[3, 2, 0, 1, 4]",150-400
50,35,29,120,121,189,193,134,3,3,"[3, 2, 0, 1, 4]",100-200
50,35,30,378,316,257,192,218,2,0,"[3, 2, 0, 1, 4]",150-400
50,35,31,137,166,117,100,101,1,1,"[3, 2, 0, 1, 4]",100-200
50,35,32,33,19,18,41,12,3,3,"[3, 2, 0, 1, 4]",10-50
50,35,33,379,167,308,355,213,0,0,"[3, 2, 0, 1, 4]",150-400
50,35,34,367,355,184,333,266,1,0,"[3, 2, 0, 1, 4]",150-400
50,35,35,79,110,76,117,82,3,3,"[3, 2, 0, 1, 4]",40-120
50,35,36,35,13,34,28,31,0,2,"[3, 2, 0, 1, 4]",10-50
50,35,37,171,191,157,128,170,1,1,"[3, 2, 0, 1, 4]",100-200
50,35,38,52,93,53,117,116,4,4,"[3, 2, 0, 1, 4]",40-120
50,35,39,16,36,48,40,37,2,2,"[3, 2, 0, 1, 4]",10-50
50,35,40,298,290,365,392,377,3,3,"[3, 2, 0, 1, 4]",150-400
50,35,41,150,108,186,173,112,2,2,"[3, 2, 0, 1, 4]",100-200
50,35,42,151,179,187,152,193,4,4,"[3, 2, 0, 1, 4]",100-200
50,35,43,21,32,33,16,28,1,1,"[3, 2, 0, 1, 4]",10-50
50,35,44,14,22,36,38,22,3,3,"[3, 2, 0, 1, 4]",10-50
50,35,45,181,118,161,118,161,0,0,"[3, 2, 0, 1, 4]",100-200
50,35,46,72,64,49,61,84,4,4,"[3, 2, 0, 1, 4]",40-120
50,35,47,23,50,27,42,31,3,1,"[3, 2, 0, 1, 4]",10-50
50,35,48,144,106,102,117,141,4,0,"[3, 2, 0, 1, 4]",100-200
50,35,49,152,181,147,144,106,0,1,"[3, 2, 0, 1, 4]",100-200
50,36,0,69,48,112,54,62,2,2,"[0, 1, 3, 2, 4]",40-120
50,36,1,74,40,72,67,111,4,4,"[0, 1, 3, 2, 4]",40-120
50,36,2,15,42,29,15,20,1,1,"[0, 1, 3, 2, 4]",10-50
50,36,3,62,120,84,80,119,1,1,"[0, 1, 3, 2, 4]",40-120
50,36,4,107,105,58,83,91,3,0,"[0, 1, 3, 2, 4]",40-120
50,36,5,76,76,118,118,73,3,3,"[0, 1, 3, 2, 4]",40-120
50,36,6,179,245,309,251,371,4,4,"[0, 1, 3, 2, 4]",150-400
50,36,7,111,58,105,62,69,0,0,"[0, 1, 3, 2, 4]",40-120
50,36,8,18,33,30,38,25,2,3,"[0, 1, 3, 2, 4]",10-50
50,36,9,48,115,66,41,71,1,1,"[0, 1, 3, 2, 4]",40-120
50,36,10,26,35,15,32,29,3,1,"[0, 1, 3, 2, 4]",10-50
50,36,11,119,173,156,104,173,2,1,"[0, 1, 3, 2, 4]",100-200
50,36,12,10,19,29,16,42,2,4,"[0, 1, 3, 2, 4]",10-50
50,36,13,42,29,25,48,45,3,3,"[0, 1, 3, 2, 4]",10-50
50,36,14,221,370,382,280,216,1,2,"[0, 1, 3, 2, 4]",150-400
50,36,15,13,49,35,44,47,1,1,"[0, 1, 3, 2, 4]",10-50
50,36,16,190,117,143,163,102,0,0,"[0, 1, 3, 2, 4]",100-200
50,36,17,41,27,23,41,43,4,3,"[0, 1, 3, 2, 4]",10-50
50,36,18,119,145,122,100,151,4,4,"[0, 1, 3, 2, 4]",100-200
50,36,19,32,45,21,11,38,1,1,"[0, 1, 3, 2, 4]",10-50
50,36,20,89,45,116,69,117,2,2,"[0, 1, 3, 2, 4]",40-120
50,36,21,163,106,188,102,197,4,4,"[0, 1, 3, 2, 4]",100-200
50,36,22,79,78,93,58,80,2,2,"[0, 1, 3, 2, 4]",40-120
50,36,23,49,21,33,17,43,0,0,"[0, 1, 3, 2, 4]",10-50
50,36,24,107,196,189,103,194,2,2,"[0, 1, 3, 2, 4]",100-200
50,36,25,238,230,188,203,229,3,0,"[0, 1, 3, 2, 4]",150-400
50,36,26,102,96,73,118,50,3,3,"[0, 1, 3, 2, 4]",40-120
50,36,27,243,161,184,152,294,0,4,"[0, 1, 3, 2, 4]",150-400
50,36,28,34,22,50,15,43,2,2,"[0, 1, 3, 2, 4]",10-50
50,36,29,164,102,106,126,148,3,0,"[0, 1, 3, 2, 4]",100-200
50,36,30,115,113,88,111,51,0,0,"[0, 1, 3, 2, 4]",40-120
50,36,31,249,290,199,337,349,0,3,"[0, 1, 3, 2, 4]",150-400
50,36,32,80,110,43,53,59,4,1,"[0, 1, 3, 2, 4]",40-120
50,36,33,20,12,23,28,34,4,4,"[0, 1, 3, 2, 4]",10-50
50,36,34,201,288,272,251,209,1,1,"[0, 1, 3, 2, 4]",150-400
50,36,35,154,112,189,192,131,3,3,"[0, 1, 3, 2, 4]",100-200
50,36,36,134,172,133,105,113,2,1,"[0, 1, 3, 2, 4]",100-200
50,36,37,21,10,30,42,31,3,3,"[0, 1, 3, 2, 4]",10-50
50,36,38,47,26,19,15,16,0,0,"[0, 1, 3, 2, 4]",10-50
50,36,39,53,44,67,90,93,4,3,"[0, 1, 3, 2, 4]",40-120
50,36,40,23,14,39,36,46,4,4,"[0, 1, 3, 2, 4]",10-50
50,36,41,233,170,165,355,257,3,3,"[0, 1, 3, 2, 4]",150-400
50,36,42,178,119,132,107,128,4,0,"[0, 1, 3, 2, 4]",100-200
50,36,43,106,181,121,114,184,1,4,"[0, 1, 3, 2, 4]",100-200
50,36,44,46,33,26,25,41,0,0,"[0, 1, 3, 2, 4]",10-50
50,36,45,108,73,110,69,57,0,2,"[0, 1, 3, 2, 4]",40-120
50,36,46,200,147,133,128,192,0,0,"[0, 1, 3, 2, 4]",100-200
50,36,47,51,120,71,49,69,1,1,"[0, 1, 3, 2, 4]",40-120
50,36,48,154,173,334,285,155,2,2,"[0, 1, 3, 2, 4]",150-400
50,36,49,124,176,147,168,134,1,1,"[0, 1, 3, 2, 4]",100-200
50,37,0,56,80,93,61,119,4,4,"[1, 2, 0, 3, 4]",40-120
50,37,1,43,49,57,108,56,3,3,"[1, 2, 0, 3, 4]",40-120
50,37,2,133,143,100,102,148,4,4,"[1, 2, 0, 3, 4]",100-200
50,37,3,390,184,174,370,371,0,0,"[1, 2, 0, 3, 4]",150-400
50,37,4,260,159,158,221,390,4,4,"[1, 2, 0, 3, 4]",150-400
50,37,5,12,50,24,36,41,1,1,"[1, 2, 0, 3, 4]",10-50
50,37,6,47,23,44,22,48,4,4,"[1, 2, 0, 3, 4]",10-50
50,37,7,277,188,367,268,187,2,2,"[1, 2, 0, 3, 4]",150-400
50,37,8,58,58,110,114,68,3,3,"[1, 2, 0, 3, 4]",40-120
50,37,9,96,89,102,69,47,0,2,"[1, 2, 0, 3, 4]",40-120
50,37,10,41,93,72,107,79,3,3,"[1, 2, 0, 3, 4]",40-120
50,37,11,113,117,119,60,113,2,1,"[1, 2, 0, 3, 4]",40-120
50,37,12,66,48,117,87,109,2,4,"[1, 2, 0, 3, 4]",40-120
50,37,13,369,234,315,171,346,0,0,"[1, 2, 0, 3, 4]",150-400
50,37,14,18,47,26,14,47,4,1,"[1, 2, 0, 3, 4]",10-50
50,37,15,99,65,90,44,101,0,4,"[1, 2, 0, 3, 4]",40-120
50,37,16,12,38,28,48,34,3,3,"[1, 2, 0, 3, 4]",10-50
50,37,17,39,24,48,45,19,2,2,"[1, 2, 0, 3, 4]",10-50
50,37,18,76,47,58,59,111,4,4,"[1, 2, 0, 3, 4]",40-120
50,37,19,143,144,191,122,108,2,2,"[1, 2, 0, 3, 4]",100-200
50,37,20,30,26,39,25,24,2,2,"[1, 2, 0, 3, 4]",10-50
50,37,21,226,237,394,379,292,2,2,"[1, 2, 0, 3, 4]",150-400
50,37,22,78,57,49,47,75,0,0,"[1, 2, 0, 3, 4]",40-120
50,37,23,50,43,18,39,20,0,0,"[1, 2, 0, 3, 4]",10-50
50,37,24,63,115,84,112,76,3,1,"[1, 2, 0, 3, 4]",40-120
50,37,25,18,30,11,48,17,3,3,"[1, 2, 0, 3, 4]",10-50
50,37,26,28,18,24,15,40,4,4,"[1, 2, 0, 3, 4]",10-50
50,37,27,59,118,108,82,41,1,1,"[1, 2, 0, 3, 4]",40-120
50,37,28,11,16,38,26,42,4,4,"[1, 2, 0, 3, 4]",10-50
50,37,29,120,113,172,179,179,3,3,"[1, 2, 0, 3, 4]",100-200
50,37,30,24,23,48,50,29,3,3,"[1, 2, 0, 3, 4]",10-50
50,37,31,158,109,117,159,106,0,3,"[1, 2, 0, 3, 4]",100-200
50,37,32,100,200,179,116,168,1,1,"[1, 2, 0, 3, 4]",100-200
50,37,33,79,90,90,93,82,2,3,"[1, 2, 0, 3, 4]",40-120
50,37,34,47,49,46,26,35,0,1,"[1, 2, 0, 3, 4]",10-50
50,37,35,101,109,169,200,162,3,3,"[1, 2, 0, 3, 4]",100-200
50,37,36,365,279,230,344,319,1,0,"[1, 2, 0, 3, 4]",150-400
50,37,37,96,96,72,81,52,1,1,"[1, 2, 0, 3, 4]",40-120
50,37,38,27,48,17,22,40,1,1,"[1, 2, 0, 3, 4]",10-50
50,37,39,286,389,295,374,194,1,1,"[1, 2, 0, 3, 4]",150-400
50,37,40,53,68,89,63,44,1,2,"[1, 2, 0, 3, 4]",40-120
50,37,41,271,206,214,394,287,3,3,"[1, 2, 0, 3, 4]",150-400
50,37,42,119,105,174,134,104,2,2,"[1, 2, 0, 3, 4]",100-200
50,37,43,191,193,130,150,106,0,1,"[1, 2, 0, 3, 4]",100-200
50,37,44,183,161,111,136,111,1,0,"[1, 2, 0, 3, 4]",100-200
50,37,45,36,36,16,25,32,0,1,"[1, 2, 0, 3, 4]",10-50
50,37,46,10,43,47,13,42,2,2,"[1, 2, 0, 3, 4]",10-50
50,37,47,144,149,151,119,186,4,4,"[1, 2, 0, 3, 4]",100-200
50,37,48,136,124,147,103,111,1,2,"[1, 2, 0, 3, 4]",100-200
50,37,49,162,146,144,164,193,4,4,"[1, 2, 0, 3, 4]",100-200
50,38,0,62,59,67,87,70,3,3,"[2, 4, 3, 1, 0]",40-120
50,38,1,92,107,56,109,81,3,3,"[2, 4, 3, 1, 0]",40-120
50,38,2,321,342,208,311,348,0,0,"[2, 4, 3, 1, 0]",150-400
50,38,3,12,21,44,10,22,2,2,"[2, 4, 3, 1, 0]",10-50
50,38,4,131,199,118,164,101,1,1,"[2, 4, 3, 1, 0]",100-200
50,38,5,37,28,47,23,44,2,2,"[2, 4, 3, 1, 0]",10-50
50,38,6,195,349,268,348,171,3,3,"[2, 4, 3, 1, 0]",150-400
50,38,7,158,123,179,152,155,2,2,"[2, 4, 3, 1, 0]",100-200
50,38,8,40,44,23,32,45,0,0,"[2, 4, 3, 1, 0]",10-50
50,38,9,28,36,21,18,31,1,1,"[2, 4, 3, 1, 0]",10-50
50,38,10,68,51,79,64,116,4,4,"[2, 4, 3, 1, 0]",40-120
50,38,11,161,185,163,152,146,0,0,"[2, 4, 3, 1, 0]",100-200
50,38,12,66,69,58,76,108,4,4,"[2, 4, 3, 1, 0]",40-120
50,38,13,157,127,115,151,164,4,4,"[2, 4, 3, 1, 0]",100-200
50,38,14,43,35,16,25,21,0,0,"[2, 4, 3, 1, 0]",10-50
50,38,15,117,52,120,50,67,2,2,"[2, 4, 3, 1, 0]",40-120
50,38,16,91,45,96,41,116,4,4,"[2, 4, 3, 1, 0]",40-120
50,38,17,254,284,329,375,382,4,4,"[2, 4, 3, 1, 0]",150-400
50,38,18,116,186,166,197,129,3,3,"[2, 4, 3, 1, 0]",100-200
50,38,19,115,111,79,54,72,1,1,"[2, 4, 3, 1, 0]",40-120
50,38,20,35,30,43,35,45,3,3,"[2, 4, 3, 1, 0]",10-50
50,38,21,142,181,162,147,126,1,1,"[2, 4, 3, 1, 0]",100-200
50,38,22,285,310,160,160,223,1,1,"[2, 4, 3, 1, 0]",150-400
50,38,23,32,16,36,25,44,4,4,"[2, 4, 3, 1, 0]",10-50
50,38,24,71,49,80,93,83,2,2,"[2, 4, 3, 1, 0]",40-120
50,38,25,17,24,39,13,31,0,0,"[2, 4, 3, 1, 0]",10-50
50,38,26,181,239,261,173,217,2,2,"[2, 4, 3, 1, 0]",150-400
50,38,27,70,48,63,95,100,3,3,"[2, 4, 3, 1, 0]",40-120
50,38,28,213,385,239,175,376,4,4,"[2, 4, 3, 1, 0]",150-400
50,38,29,142,172,173,164,176,4,4,"[2, 4, 3, 1, 0]",100-200
50,38,30,254,351,344,159,172,2,2,"[2, 4, 3, 1, 0]",150-400
50,38,31,105,112,89,49,43,1,1,"[2, 4, 3, 1, 0]",40-120
50,38,32,27,24,32,35,50,4,4,"[2, 4, 3, 1, 0]",10-50
50,38,33,22,20,14,28,47,4,4,"[2, 4, 3, 1, 0]",10-50
50,38,34,80,48,115,54,56,2,2,"[2, 4, 3, 1, 0]",40-120
50,38,35,364,390,336,163,285,1,1,"[2, 4, 3, 1, 0]",150-400
50,38,36,102,112,188,153,148,2,2,"[2, 4, 3, 1, 0]",100-200
50,38,37,33,38,27,33,18,3,3,"[2, 4, 3, 1, 0]",10-50
50,38,38,50,34,19,21,35,0,0,"[2, 4, 3, 1, 0]",10-50
50,38,39,50,49,15,25,24,1,1,"[2, 4, 3, 1, 0]",10-50
50,38,40,55,83,60,58,62,1,1,"[2, 4, 3, 1, 0]",40-120
50,38,41,87,68,59,57,61,0,0,"[2, 4, 3, 1, 0]",40-120
50,38,42,17,42,17,27,27,3,3,"[2, 4, 3, 1, 0]",10-50
50,38,43,134,181,135,156,103,0,0,"[2, 4, 3, 1, 0]",100-200
50,38,44,137,120,163,197,153,3,3,"[2, 4, 3, 1, 0]",100-200
50,38,45,116,86,116,65,104,0,0,"[2, 4, 3, 1, 0]",40-120
50,38,46,44,76,51,79,73,2,2,"[2, 4, 3, 1, 0]",40-120
50,38,47,166,127,120,146,136,0,0,"[2, 4, 3, 1, 0]",100-200
50,38,48,137,126,130,192,126,3,3,"[2, 4, 3, 1, 0]",100-200
50,38,49,10,47,23,13,11,1,1,"[2, 4, 3, 1, 0]",10-50
50,39,0,270,154,394,373,151,2,2,"[0, 4, 2, 3, 1]",150-400
50,39,1,220,397,244,364,350,3,1,"[0, 4, 2, 3, 1]",150-400
50,39,2,92,103,97,106,116,4,4,"[0, 4, 2, 3, 1]",40-120
50,39,3,24,31,47,36,37,2,2,"[0, 4, 2, 3, 1]",10-50
50,39,4,69,115,55,116,64,3,3,"[0, 4, 2, 3, 1]",40-120
50,39,5,36,39,10,17,12,1,1,"[0, 4, 2, 3, 1]",10-50
50,39,6,68,86,45,101,46,1,3,"[0, 4, 2, 3, 1]",40-120
50,39,7,39,47,10,41,24,1,1,"[0, 4, 2, 3, 1]",10-50
50,39,8,133,148,189,179,170,4,3,"[0, 4, 2, 3, 1]",100-200
50,39,9,104,107,200,119,101,2,2,"[0, 4, 2, 3, 1]",100-200
50,39,10,50,86,101,74,58,2,2,"[0, 4, 2, 3, 1]",40-120
50,39,11,195,144,107,155,171,0,0,"[0, 4, 2, 3, 1]",100-200
50,39,12,41,72,50,112,89,3,3,"[0, 4, 2, 3, 1]",40-120
50,39,13,11,34,36,14,14,2,2,"[0, 4, 2, 3, 1]",10-50
50,39,14,107,109,64,82,64,1,1,"[0, 4, 2, 3, 1]",40-120
50,39,15,273,337,297,253,248,1,1,"[0, 4, 2, 3, 1]",150-400
50,39,16,26,40,33,48,12,3,3,"[0, 4, 2, 3, 1]",10-50
50,39,17,61,104,113,48,85,2,2,"[0, 4, 2, 3, 1]",40-120
50,39,18,336,238,296,201,400,4,4,"[0, 4, 2, 3, 1]",150-400
50,39,19,34,36,13,35,39,4,4,"[0, 4, 2, 3, 1]",10-50
50,39,20,78,88,73,81,115,1,4,"[0, 4, 2, 3, 1]",40-120
50,39,21,165,123,127,126,120,2,0,"[0, 4, 2, 3, 1]",100-200
50,39,22,132,150,127,145,119,1,1,"[0, 4, 2, 3, 1]",100-200
50,39,23,128,174,165,154,190,4,4,"[0, 4, 2, 3, 1]",100-200
